search_string,search_engine,title,media,timestamp,link,page_number
tata cars,yahoo,Why Did Ford Sell Jaguar And Land Rover? It’s Complicated,Jalopnik,7 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnR1UFywjQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fjalopnik.com%2fwhy-did-ford-sell-jaguar-and-land-rover-it-s-complicat-1851753235/RK=2/RS=WLqg.ZLbrMbo4OxRhA96lE7rs1E-,2
tata cars,yahoo,India stocks lower at close of trade; Nifty 50 down 0.23% By Investing.com,Investing.com,6 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnR1UFzQjQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.investing.com%2fnews%2fstock-market-news%2findia-stocks-lower-at-close-of-trade-nifty-50-down-023-3849881/RK=2/RS=1i_MSRS.SIAssrWilUQ3.DdAw9g-,2
tata cars,yahoo,House Speaker orders bipartisan look at federal fallout in Virginia,Richmond Times-Dispatch,5 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnR1UFzwjQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2frichmond.com%2fnews%2fstate-regional%2fgovernment-politics%2fvirginia-trump-scott-federal-cuts-spending-general-assembly%2farticle_d9906b20-e3d5-11ef-b7aa-9f1a3e6b7a8a.html/RK=2/RS=wWnU.BpcyBBAzOn7Ut8a3rdTXls-,2
tesla power,yahoo,Tesla robotaxis by June? Musk turns to Texas for hands-off regulation,Reuters ·  via Yahoo Finance,19 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnrQMFliDQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2ftesla-robotaxis-june-musk-turns-110816774.html%3ffr%3dsycsrp_catchall/RK=2/RS=vQGzDOcrs0hJqVba9H7MKbjNZnI-,2
tesla power,yahoo,Tesla robotaxis by June? Musk turns to Texas for hands-off regulation,Reuters ·  via Yahoo Finance,19 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnrQMFmCDQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2ftesla-robotaxis-june-musk-turns-110816265.html%3ffr%3dsycsrp_catchall/RK=2/RS=qGpZ09ePzGiAscHk9RVv.2sJ7TQ-,2
tesla power,yahoo,How Elon Musk’s crusade against government could benefit Tesla - The Boston...,The Boston Globe,1 hour ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnrQMFmSDQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.bostonglobe.com%2f2025%2f02%2f11%2fnation%2fhow-elon-musks-crusade-against-government-could-benefit-tesla%2f/RK=2/RS=S.y3bXG_MaqdwfFh.9ycRNc2BJA-,2
tesla power,yahoo,A Trump executive order reportedly has ended a racial discrimination probe at...,MSNBC ·  via Yahoo News,6 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnrQMFmyDQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fnews%2ftrump-executive-order-reportedly-ended-004712820.html%3ffr%3dsycsrp_catchall/RK=2/RS=UGeZLxL8cl84G9bhokNzMS9_cqA-,2
tesla power,yahoo,How Much Does a Tesla Solar Roof Cost in 2025?,CNET ·  via Yahoo News,2 days ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnrQMFnSDQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2ftech%2fmuch-does-tesla-solar-roof-131500169.html/RK=2/RS=ZQ1.G7eB08EIvmpb8vT0yM7DbSM-,2
tesla power,yahoo,"Tesla’s 50,000 GPU Cortex supercomputer went live in Q4 2024",Data Center Dynamics,1 day ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnrQMFnyDQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.datacenterdynamics.com%2fen%2fnews%2fteslas-50000-gpu-cortex-supercomputer-went-live-in-q4-2024%2f/RK=2/RS=yKpRFWVBhB6oBmWKHl9gSRuQCEI-,2
tesla power,yahoo,Trump slaps 25% tariffs on steel and aluminum imports 'without exceptions',CBC ·  via Yahoo News,10 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnrQMFoSDQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fnews%2fcanada-waits-see-trump-steel-202953792.html%3ffr%3dsycsrp_catchall/RK=2/RS=0EgqXKjsIsKM.0u1RmI1QjRmIak-,2
tesla power,yahoo,Elon Musk launches $94.7bn bid to buy OpenAI back from rival Sam Altman,The Independent ·  via Yahoo Finance,2 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnrQMFoyDQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2felon-musk-launches-94-7bn-010341623.html%3ffr%3dsycsrp_catchall/RK=2/RS=AMtMTj2fko7Mua5s0LoXrEyaVZM-,2
tesla power,yahoo,Tesla building battery repair facility near Collie Megapack project,Teslarati,1 day ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnrQMFpSDQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.teslarati.com%2ftesla-battery-repair-facility-collie-megapack%2f/RK=2/RS=C5OaDnSvhGrTqU.wgZzr9HYCZnk-,2
tesla power,yahoo,Lyft reportedly plans to deploy Mobileye-powered robotaxis by 2026 -...,SiliconANGLE,7 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnrQMFpyDQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fsiliconangle.com%2f2025%2f02%2f10%2flyft-reportedly-plans-deploy-mobileye-powered-robotaxis-2026%2f/RK=2/RS=hLGZrWAQz1L4AEtHpa.APMVcR_4-,2
tesla cars,yahoo,How Elon Musk's crusade against government could benefit Tesla,Associated Press ·  via Yahoo News,1 hour ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnyfsEqTDQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fnews%2felon-musks-crusade-against-government-050739346.html%3ffr%3dsycsrp_catchall/RK=2/RS=XIgqx5fB._.IOGkzsrrrelqN2Q4-,1
tesla cars,yahoo,Tesla sales plunging worldwide amid Musk’s new role in Trump White House,The Independent ·  via Yahoo Finance,7 hours ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnyfsEqzDQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2ftesla-sales-plunging-worldwide-amid-230605023.html%3ffr%3dsycsrp_catchall/RK=2/RS=Mxr5E0mUtszZFBNgw0dDecdsft4-,1
tesla cars,yahoo,Tesla Sales Are Crashing Worldwide Even as EV Sales Increase,Mediaite,9 hours ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnyfsErTDQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.mediaite.com%2fnews%2ftesla-sales-are-crashing-worldwide-even-as-ev-sales-increase%2f/RK=2/RS=.wPJFw4e_T23ovdAUW0QlzZUC6k-,1
tesla cars,yahoo,Tesla's Sales In China Fall As BYD Soars In January | Carscoops,Carscoops,6 hours ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnyfsErzDQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.carscoops.com%2f2025%2f02%2fteslas-chinese-sales-fall-as-byd-soars-in-january%2f/RK=2/RS=I7W1rd88c55wCqClLrAnp.1JM6w-,1
tesla cars,yahoo,Tesla demand is nosediving in EV-friendly Europe amid Elon Musk’s endorsement of...,Fortune ·  via Yahoo Finance,4 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnyfsEsTDQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fdemand-tesla-nosedives-ev-friendly-020200917.html%3ffr%3dsycsrp_catchall/RK=2/RS=_blYANvB23aW6KTTgmBmvIQrfko-,1
tesla cars,yahoo,Tesla Stock Couldn’t Snap Its Losing Streak. Why Its ‘Favorability’ Is a...,Barrons.com,9 hours ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnyfsEszDQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.barrons.com%2farticles%2ftesla-stock-price-1d1d472b%3fsiteid%3dyhoof2%26yptr%3dyahoo/RK=2/RS=RYrpv3hqf1kcn4WFC6Xv3Mxtbuc-,1
tesla cars,yahoo,Tesla sales plummet across Europe - is Musk costing Tesla money?,Autoblog ·  via Yahoo News,4 hours ago ·,https://autos.yahoo.com/tesla-sales-plummet-across-europe-020000625.html;_ylt=Awr9.YhK7qpnyfsEtTDQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny,1
tesla cars,yahoo,Tesla sales plummet in France amid Musk’s support for European far-right parties,RFI ·  via Yahoo News,2 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnyfsEtzDQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fnews%2ftesla-sales-plummet-france-amid-150649962.html%3ffr%3dsycsrp_catchall/RK=2/RS=QdwAxEVsUg6cA6huSzFu1ChJgfg-,1
tesla cars,yahoo,Tesla’s ‘self-drive’ tech accused of causing Cybertruck crash as owner urges...,Fortune ·  via Yahoo News,12 hours ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnyfsEuTDQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fnews%2ftesla-self-drive-tech-accused-181019894.html%3ffr%3dsycsrp_catchall/RK=2/RS=Fq6j5Nd55dee4QSf7ICjXRItv.8-,1
tesla cars,yahoo,Tesla rival CEO has a big goal for his distressed EV business,TheStreet.com,4 hours ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnyfsEujDQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.thestreet.com%2felectric-vehicles%2ftesla-rival-ceo-has-a-big-goal-for-his-distressed-ev-business/RK=2/RS=EZdKAVJ4uLIkoRpd7KJiBg0IJDM-,1
tesla power,yahoo,How Elon Musk's crusade against government could benefit Tesla,Associated Press ·  via Yahoo News,1 hour ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnlfIDMpXQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fnews%2felon-musks-crusade-against-government-050739346.html%3ffr%3dsycsrp_catchall/RK=2/RS=XIgqx5fB._.IOGkzsrrrelqN2Q4-,1
tesla power,yahoo,Tesla's Shanghai Megafactory Begins Megapack Battery Production - EconoTimes,EconoTimes,2 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnlfIDNJXQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2feconotimes.com%2fTeslas-Shanghai-Megafactory-Begins-Megapack-Battery-Production-1701636/RK=2/RS=EIlylEzyKK95RqZagXABddzGVo4-,1
tesla power,yahoo,Tesla Sales Are Crashing Worldwide Even as EV Sales Increase,Mediaite,9 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnlfIDNpXQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.mediaite.com%2fnews%2ftesla-sales-are-crashing-worldwide-even-as-ev-sales-increase%2f/RK=2/RS=.wPJFw4e_T23ovdAUW0QlzZUC6k-,1
tesla power,yahoo,Tesla reveals new features on Model Y 'Juniper',Teslarati,5 days ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnlfIDOJXQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.teslarati.com%2ftesla-reveals-new-features-on-model-y-juniper%2f/RK=2/RS=G9vVn5Ub30CdKS9D8ZqcasjMPp4-,1
tesla power,yahoo,"Tesla drops Cybertruck lease price dramatically, offers free wrap",Autoblog,6 days ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnlfIDOpXQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.autoblog.com%2fnews%2ftesla-drops-cybertruck-lease-price-dramatically-offers-free-wrap/RK=2/RS=PDXCmjQBNIKbwoIAiTWEt._M7UI-,1
tesla power,yahoo,Buyout blocked: Judge extends pause on Trump federal worker plan,USA TODAY ·  via Yahoo News,10 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnlfIDPJXQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fnews%2fbuyout-blocked-judge-extends-pause-202011146.html%3ffr%3dsycsrp_catchall/RK=2/RS=WPxoFYaIEyedsYnlIqLEkMJhM_I-,1
tesla power,yahoo,Here’s How Much It Costs to Replace a Tesla Model Y Battery,How-To Geek ·  via Yahoo News,4 days ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnlfIDPpXQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2ftech%2fmuch-costs-replace-tesla-model-211514701.html/RK=2/RS=f8XQs.d0UTxMtkJda4Itcx55ADM-,1
tesla power,yahoo,Tesla Is Losing Ground Against Its Biggest Rival in China,The Wall Street Journal,15 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnlfIDQJXQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.wsj.com%2fbusiness%2fautos%2ftesla-is-losing-ground-against-its-biggest-rival-in-china-c0ebd081/RK=2/RS=QxJn1PpDTLrO02Khrhxju2APDtI-,1
tesla power,yahoo,Tesla robotaxis by June? Musk turns to Texas for hands-off regulation,Reuters ·  via Yahoo Finance,19 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnlfIDQpXQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2ftesla-robotaxis-june-musk-turns-110816774.html%3ffr%3dsycsrp_catchall/RK=2/RS=vQGzDOcrs0hJqVba9H7MKbjNZnI-,1
tesla power,yahoo,A Trump executive order reportedly has ended a racial discrimination probe at...,MSNBC ·  via Yahoo News,6 hours ago ·,https://r.search.yahoo.com/_ylt=AwrO6xlK7qpnlfIDRJXQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fnews%2ftrump-executive-order-reportedly-ended-004712820.html%3ffr%3dsycsrp_catchall/RK=2/RS=UGeZLxL8cl84G9bhokNzMS9_cqA-,1
tata power,yahoo,Tata Power pursues hydro projects to increase renewable energy share,Energy Monitor ·  via Yahoo Finance,5 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnGdEESEjQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2ftata-power-pursues-hydro-projects-164203195.html%3ffr%3dsycsrp_catchall/RK=2/RS=eDBOj1PVyVAtZJf0sAVJMKUqVdE-,1
tata power,yahoo,Tata Power to develop 5GW clean energy projects in Bhutan,Power Technology ·  via Yahoo Finance,3 months ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnGdEESkjQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2ftata-power-develop-5gw-clean-111838990.html%3ffr%3dsycsrp_catchall/RK=2/RS=WXs5lQCieSjR7I0AjbDw6nGF3PU-,1
tata power,yahoo,Tata Power and Druk Green Power link on Bhutan 600MW hydropower project,Power Technology ·  via Yahoo Finance,6 months ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnGdEETEjQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2ftata-power-druk-green-power-105248390.html%3ffr%3dsycsrp_catchall/RK=2/RS=HLD9NnBgIHxXdu2mEqQPZFjuiQc-,1
tata power,yahoo,India’s Tata Power looking to raise $1bn loan for clean energy projects,Power Technology ·  via Yahoo Finance,9 months ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnGdEETkjQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findia-tata-power-looking-raise-074534846.html%3ffr%3dsycsrp_catchall/RK=2/RS=343Iidi4.Yu2bhCMVpmAkGfLbOU-,1
tata power,yahoo,"India's Tata Power prefers domestic market over lucrative solar exports, CEO...",Reuters ·  via Yahoo Finance,2 months ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnGdEEUEjQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-tata-power-prefers-domestic-105048428.html%3ffr%3dsycsrp_catchall/RK=2/RS=g9ZVTvkOECFlunrzJ_0yyRWi3Hw-,1
tata power,yahoo,"Tata Power keen on building small nuclear reactors as India opens up sector, CEO...",Reuters ·  via Yahoo Finance,7 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnGdEEUkjQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-tata-power-misses-q3-104456733.html%3ffr%3dsycsrp_catchall/RK=2/RS=I7jK73sT76Mc87zBpCApIi5SZbQ-,1
tata power,yahoo,Tata Power secures $4.25bn from ADB for clean energy projects,Energy Monitor ·  via Yahoo Finance,3 months ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnGdEEVEjQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2ftata-power-secures-4-25bn-154336511.html%3ffr%3dsycsrp_catchall/RK=2/RS=TOAP4ZzVHJwLsajf0LCNcnm5Njw-,1
tata power,yahoo,India's Tata Power to invest $14.3 billion in Rajasthan over 10 years,Reuters ·  via Yahoo Finance,4 months ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnGdEEVkjQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-tata-power-invest-14-115458168.html%3ffr%3dsycsrp_catchall/RK=2/RS=ZQOPt0pXdzzHkLdtpZwcpzwHq30-,1
tata power,yahoo,India's Tata Power posts 15% jump in Q4 profit on robust demand,Reuters ·  via Yahoo Finance,9 months ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnGdEEWEjQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-tata-power-posts-15-114336095.html%3ffr%3dsycsrp_catchall/RK=2/RS=OuXX60MUTgGDcZZRwZJNE.5w35U-,1
